IDE,DT,O,C,H,L,V,A,turnover
11,1994-07-05,611.175,612.537,612.594,610.849,534401.83945357,237066000,0.000
11,1994-07-06,612.759,609.804,612.863,609.585,637191.59621042,275081984,0.000
11,1994-07-07,609.007,608.461,609.541,607.763,562338.58866613,239544992,0.000
11,1994-07-08,608.525,611.201,611.272,608.443,743289.56710451,325375008,0.000
11,1994-07-11,610.922,608.972,610.922,608.721,949851.70617774,406679008,0.000
11,1994-07-12,608.848,609.221,609.674,608.756,372344.53996878,159814000,0.000
11,1994-07-13,609.534,611.171,611.180,609.499,575099.41958777,251675008,0.000
11,1994-07-14,611.150,609.825,611.850,609.539,1153571.0977304,498112000,0.000
11,1994-07-15,609.641,605.578,609.650,605.351,892940.85473389,369615008,0.000
11,1994-07-18,603.537,601.876,603.792,601.500,525749.42851414,209752992,0.000
11,1994-07-19,601.860,602.258,603.010,600.378,450079.90411506,180248000,0.000
11,1994-07-20,602.633,600.585,602.786,600.399,425376.41353746,167543008,0.000
11,1994-07-21,599.835,597.220,599.848,597.173,632641.09215017,240972992,0.000
11,1994-07-22,596.502,592.584,596.513,592.186,985294.01479119,358380992,0.000
11,1994-07-25,590.820,595.756,595.756,590.001,1136029.2389249,426454016,0.000
11,1994-07-26,596.122,599.270,599.283,594.874,2054194.2122186,798568000,0.000
11,1994-07-27,599.027,594.600,600.150,594.041,2306364.7749933,855891968,0.000
11,1994-07-28,593.361,585.748,593.681,585.520,1668594.1908714,567004992,0.000
11,1994-07-29,584.450,583.991,585.496,581.544,1445756.4925731,482767008,0.000
11,1994-08-01,600.840,612.996,613.731,596.444,6838905.8073782,3047689984,0.000
11,1994-08-02,614.237,610.014,623.514,609.774,12350979.515037,5343157248,0.000
11,1994-08-03,611.377,629.079,629.089,610.361,8748847.236988,4575472128,0.000
11,1994-08-04,635.717,636.448,641.703,629.079,18726284.684685,10538591232,0.000
11,1994-08-05,639.387,655.913,655.913,639.844,15279588.475053,10436570112,0.000
11,1994-08-08,661.276,660.058,665.936,654.226,16074370.193875,11441736704,0.000
11,1994-08-09,660.585,646.437,659.105,644.328,10919318.845523,6787230208,0.000
11,1994-08-10,646.074,663.917,663.917,642.426,12900729.005219,9542153216,0.000
11,1994-08-11,667.344,656.832,667.706,656.132,18093358.471515,12471932928,0.000
11,1994-08-12,654.882,656.883,662.736,654.765,7184821.1814517,4955083776,0.000
11,1994-08-15,654.141,653.356,657.110,651.581,4604545.683907,3066074880,0.000
11,1994-08-16,653.976,657.370,660.354,653.676,6453166.7017792,4472109056,0.000
11,1994-08-17,658.934,661.910,661.910,657.371,6341539.8874545,4597870080,0.000
11,1994-08-18,663.260,665.119,668.259,662.056,14695300.117559,11000313856,0.000
11,1994-08-19,665.402,660.347,666.679,659.381,9223499.4354556,6584195072,0.000
11,1994-08-22,655.475,655.731,658.026,653.784,4931282.0416544,3362148096,0.000
11,1994-08-23,657.616,660.454,660.456,654.525,4244597.5735016,3033231872,0.000
11,1994-08-24,661.015,659.195,662.238,659.046,6734997.2084851,4752954880,0.000
11,1994-08-25,659.018,661.520,661.787,659.018,4698809.232516,3393620992,0.000
11,1994-08-26,662.356,659.436,662.425,659.436,5841049.5978287,4132016896,0.000
11,1994-08-29,660.771,659.900,660.923,659.310,5225308.0430011,3713521920,0.000
11,1994-08-30,660.572,666.139,667.048,660.572,10330957.524464,7812270080,0.000
11,1994-08-31,668.130,669.938,670.179,666.898,12018576.89379,9438548992,0.000
11,1994-09-01,669.974,670.558,673.470,669.967,10036175.805819,7930485760,0.000
11,1994-09-02,671.381,675.519,675.522,671.381,7858849.6952468,6524259840,0.000
11,1994-09-05,680.362,688.070,688.086,680.014,16471213.259481,15492987904,0.000
11,1994-09-06,691.502,694.717,695.025,687.664,15676528.822195,15753657344,0.000
11,1994-09-07,691.916,687.100,695.857,685.826,13732759.277349,12793026560,0.000
11,1994-09-08,690.945,691.456,694.078,687.712,10002828.699478,9731151872,0.000
11,1994-09-09,692.442,690.385,693.989,689.154,9870664.4391805,9500711936,0.000
11,1994-09-12,693.889,696.211,696.538,692.379,8891377.4326696,9068938240,0.000
11,1994-09-13,697.859,697.532,699.408,696.715,11029833.58201,11399002112,0.000
11,1994-09-14,698.257,691.665,698.303,691.234,8040669.4048376,7838526976,0.000
11,1994-09-15,692.738,691.425,693.327,686.997,5146583.4207333,5005258240,0.000
11,1994-09-16,692.581,692.090,693.456,689.490,5328981.8118673,5217019904,0.000
11,1994-09-19,688.459,686.673,691.169,686.479,4083548.2805459,3787981056,0.000
11,1994-09-20,686.149,685.229,687.284,683.342,3480946.8345017,3182942976,0.000
11,1994-09-21,686.795,691.062,691.062,686.795,3819053.0324139,3700776960,0.000
11,1994-09-22,691.598,685.673,691.602,685.180,5142795.3834763,4723348992,0.000
11,1994-09-23,684.607,679.956,685.071,679.757,4670561.7795194,4052412928,0.000
11,1994-09-26,678.618,681.445,681.863,677.217,3119178.8871224,2746748928,0.000
11,1994-09-27,681.455,680.245,682.168,679.677,2849147.756134,2479185920,0.000
11,1994-09-28,681.507,685.008,685.108,681.597,3929404.4323637,3585110016,0.000
11,1994-09-29,686.041,676.626,686.094,674.653,4477185.2413119,3758014976,0.000
11,1994-09-30,673.273,670.680,676.161,670.488,4165428.8567275,3295479040,0.000
11,1994-10-05,668.074,659.296,668.717,655.741,3977840.3555958,2810025984,0.000
11,1994-10-06,662.822,652.541,663.458,652.448,3486423.8849357,2302782976,0.000
11,1994-10-07,649.108,663.695,666.617,633.553,6830409.3871523,5041047040,0.000
11,1994-10-10,655.172,658.224,662.247,653.335,6925294.2869815,4840295936,0.000
11,1994-10-11,660.091,659.103,661.441,658.381,2696549.1880239,1901255936,0.000
11,1994-10-12,660.141,659.947,661.998,659.316,2496572.4813997,1775088000,0.000
11,1994-10-13,659.344,648.644,659.344,648.532,4087251.6478328,2596957952,0.000
11,1994-10-14,644.229,653.034,653.513,641.715,4100194.3502825,2721504000,0.000
11,1994-10-17,645.840,645.586,648.292,645.449,1668217.2047896,1028188992,0.000
11,1994-10-18,647.067,646.911,647.815,646.037,1080857.3368347,675017024,0.000
11,1994-10-19,648.003,651.376,651.556,647.987,2229309.7091394,1455494016,0.000
11,1994-10-20,652.967,661.068,661.068,653.315,5687659.2330909,4089370112,0.000
11,1994-10-21,662.729,660.187,664.896,659.294,9153390.6132929,6523713024,0.000
11,1994-10-24,664.105,670.004,670.017,663.272,7131437.1343132,5604239872,0.000
11,1994-10-25,671.113,664.575,671.149,664.575,7193609.6276796,5355786240,0.000
11,1994-10-26,662.035,656.393,662.706,655.966,4244905.3051828,2913320960,0.000
11,1994-10-27,655.763,658.897,658.897,655.196,2031883.664478,1429673984,0.000
11,1994-10-28,657.753,655.087,658.796,654.820,2608284.0298177,1766982016,0.000
11,1994-10-31,650.658,651.697,653.238,649.820,1605510.1285535,1051577024,0.000
11,1994-11-01,653.624,654.543,654.821,652.048,1339144.2675017,902302016,0.000
11,1994-11-02,653.533,653.655,654.294,653.037,953536.65738328,636828992,0.000
11,1994-11-03,654.771,660.840,661.572,654.729,4145925.281588,2974120960,0.000
11,1994-11-04,660.875,653.490,660.881,653.176,3374983.9494878,2250338048,0.000
11,1994-11-07,650.797,654.674,655.236,650.726,1430279.9531623,964966976,0.000
11,1994-11-08,659.417,659.760,663.395,658.065,6198104.5245107,4398732800,0.000
11,1994-11-09,657.220,661.754,661.866,657.220,3697813.2198754,2676883968,0.000
11,1994-11-10,663.691,660.041,664.399,659.805,4261524.8201439,3032841984,0.000
11,1994-11-11,662.027,662.755,662.755,659.520,2425917.7416708,1773734016,0.000
11,1994-11-14,662.820,663.061,663.903,661.978,2993103.1729366,2195111936,0.000
11,1994-11-15,660.832,659.155,661.820,659.078,2409708.9151298,1699880960,0.000
11,1994-11-16,659.085,659.326,660.140,657.551,1598289.118775,1129399040,0.000
11,1994-11-17,659.401,657.971,659.788,657.929,1336858.9927851,932017984,0.000
11,1994-11-18,657.028,658.207,658.209,656.292,863407.81614459,603358016,0.000
11,1994-11-21,657.766,658.249,658.892,657.504,409962.79788299,286604992,0.000
11,1994-11-22,658.671,657.280,659.129,656.939,892911.52096362,618243008,0.000
11,1994-12-02,656.081,655.156,656.270,655.110,366019.08807954,248128000,0.000
11,1994-12-05,654.655,652.940,654.786,652.878,406567.35180131,269607008,0.000
11,1994-12-06,652.303,651.544,652.303,650.732,473944.18177926,309950016,0.000
11,1994-12-07,651.722,651.370,652.247,651.142,279375.04786704,182390000,0.000
11,1994-12-08,651.521,649.977,651.647,649.884,294307.75634455,189492992,0.000
11,1994-12-09,649.333,649.477,650.596,648.707,431462.3628389,276424992,0.000
11,1994-12-12,648.797,646.258,648.797,646.258,369313.58486309,229148000,0.000
11,1994-12-13,648.218,648.849,649.393,646.470,523551.8753534,333335008,0.000
11,1994-12-14,648.276,647.022,648.276,646.886,348689.24041522,218004000,0.000
11,1994-12-15,647.220,653.477,654.127,647.217,1236614.2437151,824425984,0.000
11,1994-12-16,652.675,655.499,657.478,652.138,2793331.7142731,1900108032,0.000
11,1994-12-19,656.145,651.450,656.270,651.441,1334912.8365245,872192000,0.000
11,1994-12-20,652.504,653.667,654.693,651.682,1905163.6973381,1272535040,0.000
11,1994-12-21,653.343,654.346,657.195,653.300,3904346.6147189,2625555968,0.000
11,1994-12-22,654.002,654.497,654.891,652.178,2562021.0726376,1725469952,0.000
11,1994-12-23,654.863,655.145,657.690,654.859,4834573.0673905,3277067008,0.000
11,1994-12-26,656.173,654.854,656.805,654.708,2231153.5538853,1507992064,0.000
11,1994-12-27,655.344,652.599,655.657,652.364,2222973.8772546,1469118976,0.000
11,1994-12-28,652.574,650.867,652.913,650.656,1249829.8803861,811876992,0.000
11,1994-12-29,651.136,650.164,652.204,649.726,1211186.5562893,781288000,0.000
11,1994-12-30,650.627,650.600,651.139,649.852,993058.78031087,643372992,0.000
11,1995-01-03,649.014,649.353,650.576,647.874,282385.74732762,180692992,0.000
11,1995-01-04,649.670,651.518,651.779,649.193,469437.61643291,306923008,0.000
11,1995-01-05,651.884,650.448,652.076,650.280,466127.14990184,301532992,0.000
11,1995-01-06,649.803,649.491,649.981,648.794,552091.29159124,353758016,0.000
11,1995-01-09,648.982,647.145,648.987,646.995,636642.34388229,398519008,0.000
11,1995-01-10,645.557,644.597,645.792,644.062,738228.72685564,450540992,0.000
11,1995-01-11,644.597,645.062,645.402,644.039,399662.3750265,245044992,0.000
11,1995-01-12,645.006,643.241,645.444,643.082,402635.70052481,242435008,0.000
11,1995-01-13,642.436,642.524,643.065,640.137,488809.74173692,292230016,0.000
11,1995-01-16,641.377,640.994,641.422,640.321,446678.88113313,263008992,0.000
11,1995-01-17,641.505,640.846,642.048,640.616,346048.91655611,203456000,0.000
11,1995-01-18,640.946,641.815,641.817,640.683,298224.51317297,177038000,0.000
11,1995-01-19,641.146,638.034,641.724,637.971,416642.77618415,238203008,0.000
11,1995-01-20,637.167,637.950,639.224,635.890,472727.73615293,270040992,0.000
11,1995-01-23,636.821,634.768,636.853,634.708,359659.58369471,199050000,0.000
11,1995-01-24,634.648,633.697,635.834,633.662,453894.49385467,248539008,0.000
11,1995-01-25,634.191,635.190,635.697,634.373,434208.39555931,241320000,0.000
11,1995-01-26,634.853,634.706,635.098,634.350,330583.98119689,182846000,0.000
11,1995-01-27,634.679,636.416,636.759,634.676,410874.70449173,231154000,0.000
11,1995-02-06,635.913,631.122,635.924,630.969,318489.09540583,169984000,0.000
11,1995-02-07,630.818,630.890,631.668,629.357,245052.48924862,130488000,0.000
11,1995-02-08,631.003,631.128,631.840,630.650,213594.3793911,114006000,0.000
11,1995-02-09,631.135,634.752,634.754,631.013,452661.06442577,250480000,0.000
11,1995-02-10,633.917,632.554,635.764,632.415,598127.03830951,323814016,0.000
11,1995-02-13,631.915,633.929,634.189,631.747,358982.5814445,197024000,0.000
11,1995-02-14,634.098,633.796,634.661,632.702,274753.25755779,150595008,0.000
11,1995-02-15,633.744,632.825,633.884,632.762,219020.33748434,118893000,0.000
11,1995-02-16,632.715,631.994,632.821,631.777,251505.48507532,135403008,0.000
11,1995-02-17,631.900,631.129,631.908,630.924,371668.91486811,198382000,0.000
11,1995-02-20,631.282,631.355,632.457,631.271,237285.0306565,126938000,0.000
11,1995-02-21,631.563,632.509,632.509,631.545,216402.40972761,117104000,0.000
11,1995-02-22,632.522,641.984,642.013,632.522,1623106.4711422,965164032,0.000
11,1995-02-23,640.072,641.047,644.313,638.329,2294203.1504617,1351560960,0.000
11,1995-02-24,641.522,635.670,642.032,635.087,1574499.9373243,879248000,0.000
11,1995-02-27,640.173,636.180,641.440,635.780,1318520.5266627,740046016,0.000
11,1995-02-28,635.668,634.006,635.668,633.050,618708.80821469,339832000,0.000
11,1995-03-01,633.942,635.404,635.859,633.356,535231.15539995,298096992,0.000
11,1995-03-02,635.503,636.105,636.782,634.783,650723.03824552,364958016,0.000
11,1995-03-03,636.364,638.996,639.547,636.364,1527674.0792072,881804032,0.000
11,1995-03-06,640.383,645.580,645.655,639.920,2567953.9445075,1582630016,0.000
11,1995-03-07,645.324,648.261,648.622,642.416,3971465.7229525,2513778944,0.000
11,1995-03-08,648.259,646.311,649.217,645.657,3499127.0103093,2172258048,0.000
11,1995-03-09,645.730,643.818,646.868,643.685,2195591.1293119,1329628032,0.000
11,1995-03-10,642.961,640.563,642.972,640.122,1583393.883573,928328000,0.000
11,1995-03-13,642.322,640.553,642.413,640.063,953900.33263395,559204992,0.000
11,1995-03-14,640.887,640.897,642.869,640.546,1001477.2745818,589108992,0.000
11,1995-03-15,640.989,638.189,641.451,637.484,864603.56269647,495072000,0.000
11,1995-03-16,637.821,639.458,639.458,637.585,620192.09491619,359636992,0.000
11,1995-03-17,639.413,641.795,641.871,639.116,1052579.4851058,624726976,0.000
11,1995-03-20,642.524,640.419,643.714,640.367,1528962.3503288,895131008,0.000
11,1995-03-21,639.790,641.529,641.734,639.709,686987.10364051,406662016,0.000
11,1995-03-22,642.099,645.155,645.165,641.945,1672367.658465,1026332032,0.000
11,1995-03-23,645.782,644.733,646.237,644.407,2251408.0081161,1375902976,0.000
11,1995-03-24,644.531,644.838,645.137,642.980,1202795.1419651,735833984,0.000
11,1995-03-27,645.933,647.687,648.060,645.933,2373967.2047795,1494080000,0.000
11,1995-03-28,647.080,647.238,648.081,646.891,1637227.6625968,1025804992,0.000
11,1995-03-29,646.963,648.924,648.955,645.440,1336722.894138,851692992,0.000
11,1995-03-30,649.586,647.938,650.204,647.797,2613093.4335029,1648679040,0.000
11,1995-03-31,647.778,650.453,650.627,647.347,1856139.8874668,1200774016,0.000
11,1995-04-03,651.091,651.989,652.558,650.532,2927907.6360979,1923283968,0.000
11,1995-04-04,651.305,652.489,652.585,651.057,2011023.1701406,1327597056,0.000
11,1995-04-05,652.227,650.884,653.216,650.822,2143500.1754656,1392632064,0.000
11,1995-04-06,650.176,652.321,652.326,649.659,1845429.793949,1216248960,0.000
11,1995-04-07,652.989,654.532,655.118,652.881,3266132.8266936,2200459008,0.000
11,1995-04-10,655.279,653.584,655.635,653.240,2165251.2144323,1445067008,0.000
11,1995-04-11,652.618,649.542,653.229,649.427,2884577.6751731,1849245056,0.000
11,1995-04-12,648.397,650.114,650.808,648.230,1571762.2359401,1013377984,0.000
11,1995-04-13,650.498,648.229,651.088,648.173,1677933.2195461,1061729024,0.000
11,1995-04-14,647.904,649.378,649.460,647.316,1118469.1956753,715865024,0.000
11,1995-04-17,649.399,647.990,649.814,647.540,821357.26008301,518489984,0.000
11,1995-04-18,647.769,647.072,648.449,647.010,686914.89960353,429679008,0.000
11,1995-04-19,647.027,648.030,648.043,647.006,872027.38832323,550694016,0.000
11,1995-04-20,648.432,650.185,650.209,648.571,1245706.732796,803729984,0.000
11,1995-04-21,650.450,648.741,650.810,648.699,1260148.7193195,801441984,0.000
11,1995-04-24,647.372,646.138,647.831,645.878,1126209.7752247,697945984,0.000
11,1995-04-25,645.696,646.156,646.429,645.425,692617.44966443,429312000,0.000
11,1995-04-26,646.363,643.192,646.639,643.180,1022072.6517455,615113984,0.000
11,1995-04-27,639.417,638.313,642.655,633.630,2156925.5865064,1236587008,0.000
11,1995-04-28,639.033,639.467,639.828,638.139,1003909.0786819,582196992,0.000
11,1995-05-02,638.904,639.313,639.528,638.591,485394.80519481,281063008,0.000
11,1995-05-03,639.616,639.545,640.556,639.502,546591.9018574,317231008,0.000
11,1995-05-04,639.394,637.943,639.559,637.366,502986.66666667,287305984,0.000
11,1995-05-05,637.648,638.464,639.036,637.648,435522.58042043,250064000,0.000
11,1995-05-08,638.280,637.997,638.626,637.502,335075.51573901,191499008,0.000
11,1995-05-09,638.101,639.219,639.403,638.101,421749.35177182,243982000,0.000
11,1995-05-10,639.090,636.871,639.609,636.821,587312.8499133,331913984,0.000
11,1995-05-11,637.511,637.389,638.143,637.098,338381.49491251,192220992,0.000
11,1995-05-12,637.617,640.314,641.791,637.358,1325777.9905615,775368000,0.000
11,1995-05-15,640.030,639.832,640.066,639.236,522476.14596935,304102016,0.000
11,1995-05-16,640.027,639.280,640.240,639.163,385737.23762633,223284000,0.000
11,1995-05-17,639.278,639.979,639.991,638.982,259388.57760469,151195008,0.000
11,1995-05-18,664.208,667.106,668.064,655.762,10949781.634818,8360267776,0.000
11,1995-05-19,667.803,678.575,678.575,666.825,11451317.540108,9800152064,0.000
11,1995-05-22,685.817,683.347,686.542,680.319,12736832.68035,11430288384,0.000
11,1995-05-23,670.755,665.352,675.944,665.289,10036123.961082,7530103808,0.000
11,1995-05-24,666.796,664.225,667.975,661.345,4557838.2435001,3381596928,0.000
11,1995-05-25,664.917,657.925,665.074,657.866,3623778.5463156,2525230080,0.000
11,1995-05-26,655.667,662.267,669.426,654.331,4309632.7423655,3135774976,0.000
11,1995-05-29,661.159,659.887,661.767,658.201,1606038.565136,1141234944,0.000
11,1995-05-30,660.123,659.945,662.016,659.008,1387164.5344585,986273984,0.000
11,1995-05-31,658.553,658.451,659.304,657.035,1164394.5354099,815670016,0.000
11,1995-06-01,658.911,659.615,659.615,658.676,900914.40021449,638451008,0.000
11,1995-06-02,659.920,660.764,661.530,659.874,1579311.4701041,1132082048,0.000
11,1995-06-05,660.949,657.171,660.987,657.079,1304940.4198716,902548992,0.000
11,1995-06-06,655.224,656.805,657.027,654.820,991111.97016528,683004992,0.000
11,1995-06-07,656.766,660.713,660.725,656.477,1121233.9060646,803308032,0.000
11,1995-06-08,659.971,657.792,661.512,657.417,2133754.8316641,1484944000,0.000
11,1995-06-09,657.759,658.754,659.665,657.747,1088281.0053799,764648000,0.000
11,1995-06-12,657.896,658.194,658.689,656.990,1161114.6324708,811294016,0.000
11,1995-06-13,658.075,658.227,658.804,657.922,762290.59017097,532803008,0.000
11,1995-06-14,658.280,656.818,658.643,656.179,915056.16203825,630675008,0.000
11,1995-06-15,656.267,650.442,656.269,649.430,2421363.4443843,1566258944,0.000
11,1995-06-16,649.105,650.394,651.753,648.763,963992.99656634,623260032,0.000
11,1995-06-19,648.991,649.209,649.637,648.554,717617.67872793,458528992,0.000
11,1995-06-20,649.593,649.476,650.523,649.292,663626.58508413,425159008,0.000
11,1995-06-21,649.510,651.210,651.210,649.353,696050.98418251,453692992,0.000
11,1995-06-22,651.062,650.072,651.535,649.780,816726.92289789,526356000,0.000
11,1995-06-23,649.948,650.952,651.057,649.948,743086.12914142,483110016,0.000
11,1995-06-26,651.071,651.455,651.667,650.591,645064.26691154,421484992,0.000
11,1995-06-27,651.848,650.920,652.431,650.751,1068753.5211484,694614976,0.000
11,1995-06-28,650.819,650.565,650.850,649.923,633927.78704218,410556992,0.000
11,1995-06-29,650.593,649.986,651.057,649.618,684925.13355696,441036992,0.000
11,1995-06-30,649.623,647.882,649.623,647.101,1492689.3209426,941260032,0.000
11,1995-07-03,646.689,645.070,646.697,645.027,1080658.2341237,662638016,0.000
11,1995-07-04,644.916,646.282,646.282,644.602,802495.87831523,498044992,0.000
11,1995-07-05,646.831,648.747,648.963,646.825,1091409.2479914,694169024,0.000
11,1995-07-06,649.062,649.021,651.040,647.987,1976695.3478527,1260676992,0.000
11,1995-07-07,648.976,653.492,653.502,648.875,2662369.8611236,1775214976,0.000
11,1995-07-10,653.835,653.410,653.835,652.472,2801044.7646494,1866168064,0.000
11,1995-07-11,653.791,650.805,653.942,650.717,1868318.9081779,1212893952,0.000
11,1995-07-12,650.287,650.762,651.368,650.284,965415.80188316,626467968,0.000
11,1995-07-13,650.858,651.877,651.877,650.842,1081333.5243466,709516992,0.000
11,1995-07-14,652.300,651.362,652.852,651.295,1193115.7843137,778865984,0.000
11,1995-07-17,651.231,657.723,658.489,651.188,3677467.8841038,2557495040,0.000
11,1995-07-18,657.509,660.575,660.575,656.481,3941041.407746,2819696896,0.000
11,1995-07-19,660.856,657.075,661.722,656.776,4319832.7245362,2984918016,0.000
11,1995-07-20,656.430,656.976,657.936,655.667,1868457.1461683,1289795968,0.000
11,1995-07-21,657.527,657.449,658.262,656.441,1918155.5568372,1330355968,0.000
11,1995-07-24,658.355,659.792,660.680,658.355,4927248.1406356,3497952000,0.000
11,1995-07-25,659.764,658.891,660.126,658.321,2629925.5351204,1850363008,0.000
11,1995-07-26,658.849,657.095,660.233,656.985,2525133.1867114,1745170048,0.000
11,1995-07-27,656.480,658.050,658.050,656.459,1410422.5190621,984080000,0.000
11,1995-07-28,658.357,657.718,658.804,657.351,2318409.0650255,1612268032,0.000
11,1995-07-31,658.322,657.737,658.728,657.293,1677438.0217094,1166742016,0.000
11,1995-08-01,657.978,660.565,660.963,656.735,2452678.2443388,1754646016,0.000
11,1995-08-02,661.370,658.377,663.126,658.299,4105980.119716,2874145024,0.000
11,1995-08-03,658.293,658.871,659.328,658.176,1422119.8680769,1000376000,0.000
11,1995-08-04,659.405,659.787,660.163,659.314,1633049.2364907,1159268992,0.000
11,1995-08-07,659.559,660.941,661.005,659.431,1613072.3707665,1158315008,0.000
11,1995-08-08,661.876,660.161,662.390,659.696,2040541.4621139,1453947008,0.000
11,1995-08-09,660.058,660.854,660.867,659.075,2280362.6571516,1636068992,0.000
11,1995-08-10,661.035,663.302,664.142,660.456,5388222.8116711,3961152000,0.000
11,1995-08-11,663.506,664.638,665.249,663.216,5827487.6602371,4341420032,0.000
11,1995-08-14,666.527,668.754,670.299,665.710,8360124.2472266,6488543232,0.000
11,1995-08-15,668.444,665.510,668.444,665.250,5801066.0137329,4359385088,0.000
11,1995-08-16,665.634,667.651,667.657,665.632,5923184.9099862,4546992128,0.000
11,1995-08-17,668.711,667.885,669.668,667.072,5534362.3419326,4258415104,0.000
11,1995-08-18,668.292,666.303,668.377,665.750,3975324.4735487,3011030016,0.000
11,1995-08-21,665.588,663.835,666.038,663.298,3035747.9392742,2243599872,0.000
11,1995-08-22,663.819,663.944,664.359,663.201,1868700.8677317,1382577024,0.000
11,1995-08-23,664.196,662.580,664.557,661.862,1842736.5000206,1344994944,0.000
11,1995-08-24,662.425,663.124,663.339,660.937,1675148.915991,1229308032,0.000
11,1995-08-25,663.034,662.262,663.214,661.752,1509561.8901014,1098327040,0.000
11,1995-08-28,661.780,661.991,662.414,661.562,987089.70535542,716252032,0.000
11,1995-08-29,662.335,661.499,664.187,661.191,1562602.4374031,1128323968,0.000
11,1995-08-30,661.453,660.611,662.025,660.374,1093281.0082014,782494016,0.000
11,1995-08-31,660.588,661.748,661.748,659.961,1258228.6653681,910793984,0.000
11,1995-09-01,662.050,662.436,662.437,661.347,1447815.6851984,1055225984,0.000
11,1995-09-04,662.791,663.676,663.683,662.456,2324121.546572,1714946048,0.000
11,1995-09-05,664.398,663.899,665.523,663.448,2457308.0091409,1817252992,0.000
11,1995-09-06,663.826,665.813,665.873,663.728,2918037.9489221,2199471104,0.000
11,1995-09-07,666.417,665.825,667.437,665.714,4341182.553327,3272557056,0.000
11,1995-09-08,665.750,665.456,666.402,664.917,2378960.9841828,1786790016,0.000
11,1995-09-11,666.203,668.666,668.666,666.062,2871552.1155458,2226745088,0.000
11,1995-09-12,670.707,667.130,670.856,666.743,3356179.8111799,2563080960,0.000
11,1995-09-13,667.290,667.063,667.580,665.980,2319632.2754789,1770296960,0.000
11,1995-09-14,667.320,666.395,667.441,665.909,3131765.0745914,2374285056,0.000
11,1995-09-15,666.199,666.103,666.364,665.297,1887836.1753072,1427072000,0.000
11,1995-09-18,666.377,666.299,666.402,665.487,1595872.7013467,1208713984,0.000
11,1995-09-19,666.798,663.519,666.931,663.310,2026856.2152184,1493266048,0.000
11,1995-09-20,662.634,662.063,662.807,661.349,1356915.9886523,985310976,0.000
11,1995-09-21,662.088,662.756,662.855,662.078,995058.59376069,727556992,0.000
11,1995-09-22,662.880,662.597,663.119,662.233,808586.13991589,590275968,0.000
11,1995-09-25,662.597,661.676,662.597,660.850,830783.17273796,600947008,0.000
11,1995-09-26,661.658,662.438,662.498,661.459,691315.20456603,503872000,0.000
11,1995-09-27,662.247,659.585,662.349,659.465,1948922.9483669,1380733952,0.000
11,1995-09-28,659.096,659.972,659.972,658.249,1455180.7758827,1034910016,0.000
11,1995-09-29,660.074,661.548,661.548,660.074,1365802.9483825,986697024,0.000
11,1995-10-04,661.772,660.900,661.933,660.659,894607.10235584,642140032,0.000
11,1995-10-05,660.930,661.888,661.894,660.599,773926.76305044,561004032,0.000
11,1995-10-06,661.888,661.204,662.532,661.060,1727109.8172121,1243449984,0.000
11,1995-10-09,660.928,659.277,660.928,659.009,1663612.7143241,1174993024,0.000
11,1995-10-10,659.029,659.610,661.269,658.857,3774117.6523715,2674452992,0.000
11,1995-10-11,659.173,659.930,659.930,658.477,3636570.9462786,2585201920,0.000
11,1995-10-12,660.263,659.008,660.489,658.922,4156207.9727428,2927632896,0.000
11,1995-10-13,658.735,658.805,660.020,657.493,4191193.1946855,2946324992,0.000
11,1995-10-16,658.683,658.570,659.293,657.916,2351129.3466792,1648941056,0.000
11,1995-10-17,658.502,658.722,659.179,658.160,1618117.904328,1136566016,0.000
11,1995-10-18,659.196,660.766,660.766,659.196,3246034.5019042,2326854912,0.000
11,1995-10-19,661.176,658.778,661.314,658.497,3750949.8541527,2636130048,0.000
11,1995-10-20,658.426,662.083,662.083,658.027,2608719.6243925,1894686976,0.000
11,1995-10-23,662.562,661.640,662.591,660.991,3256616.7531013,2354827008,0.000
11,1995-10-24,661.876,661.706,662.237,661.241,2526720.2122808,1828258944,0.000
11,1995-10-25,667.330,666.697,667.365,664.063,6114913.2073487,4649841152,0.000
11,1995-10-26,666.260,662.798,666.607,662.752,4134213.2855756,3024052992,0.000
11,1995-10-27,662.728,661.540,663.290,661.414,2664534.8394867,1924780032,0.000
11,1995-10-30,661.608,661.597,661.845,661.103,1762438.0530729,1273854976,0.000
11,1995-10-31,661.687,660.835,662.111,660.565,2394623.0078626,1717710976,0.000
11,1995-11-01,660.714,661.681,662.251,660.124,2274991.3380058,1645705984,0.000
11,1995-11-02,661.761,661.446,662.368,661.089,1547015.4136068,1116481024,0.000
11,1995-11-03,661.319,662.291,662.298,661.319,1597732.7965485,1162813952,0.000
11,1995-11-06,662.463,663.439,663.439,662.456,1892224.4433879,1392961024,0.000
11,1995-11-07,663.541,662.553,663.542,662.327,1639394.7895682,1196249984,0.000
11,1995-11-08,661.951,660.031,661.951,659.602,1867451.306193,1328897024,0.000
11,1995-11-09,659.602,659.973,660.443,658.496,1762277.7952756,1253331968,0.000
11,1995-11-10,659.910,659.628,660.113,659.520,1112808.2623173,788713984,0.000
11,1995-11-13,659.220,656.743,659.225,656.411,1304461.9950632,898382976,0.000
11,1995-11-14,656.503,656.767,657.114,656.123,1001705.680317,690044992,0.000
11,1995-11-15,656.713,657.252,657.252,655.565,1598799.5145912,1106689024,0.000
